file1,file2,overall_similarity,signal_correlation,feature_similarity,cosine_similarity,mean_deviation,max_deviation
afib_ecg.csv,normal_ecg.csv,0.5714480111011658,0.49158238795415193,0.7682143079420342,0.4811692117896492,0.03223414151485132,0.17375246593522808
afib_ecg.csv,simple_ecg.csv,0.42588431098073387,0.35043715430547234,0.6092737846286729,0.34309104623314346,0.11981990701370357,0.38672230423374643
afib_ecg.csv,tachycardia_ecg.csv,0.5782288730192753,0.5270026056226361,0.7109882694721271,0.5137711664286091,0.11309077001802968,0.44646901247532117
normal_ecg.csv,simple_ecg.csv,0.40650562027832055,0.325695054194813,0.6019515908472804,0.31880707115403717,0.11302444892270663,0.3708763930324374
normal_ecg.csv,tachycardia_ecg.csv,0.5568695201815127,0.5090480915367895,0.6828946361149529,0.4946063091077036,0.11550814487143501,0.3904590583001923
simple_ecg.csv,tachycardia_ecg.csv,0.41304979090362687,0.3437448091151667,0.5822862223849471,0.33622000180692024,0.15504173461026258,0.5413462740720423
